source_dependency_id,workflow_id,source_kind,source_occurrence_id,source_node_id,source_graphml_id,source_label,source_semantic_role,source_anchor_iri,target_occurrence_id,target_node_id,target_graphml_id,target_label,target_semantic_role,target_anchor_iri,source_description,projection_outcome,projection_pattern,semantic_predicates,semantic_edge_ids,semantic_direction,confidence,review_status,rationale 
sem-and-edx::e8,sem-and-edx,source_graphml,sem-and-edx::n18,n18,n18,SEM and EDX,Measurement,https://w3id.org/h2kg/decode/workflow/anchor/sem-and-edx-method,sem-and-edx::n7,n7,n7,MPL cross section 2D pixel data containing surface information of element distributions,Data,https://w3id.org/h2kg/decode/workflow/anchor/mpl-cross-section-2d-pixel-data-containing-surface-information-of-element-distributions-meso,,h2kg_direct,activity_output_data,https://w3id.org/h2kg/hydrogen-ontology#hasOutputData,semantic::sem-and-edx::e8::a8e39c6a17,same_as_source,rule_curated,classified,Activity produces the target data.
sem-and-edx::e9,sem-and-edx,source_graphml,sem-and-edx::n18,n18,n18,SEM and EDX,Measurement,https://w3id.org/h2kg/decode/workflow/anchor/sem-and-edx-method,sem-and-edx::n8,n8,n8,GDL thickness,Parameter,https://w3id.org/h2kg/hydrogen-ontology#GasDiffusionLayerThickness,,h2kg_direct,activity_parameter,https://w3id.org/h2kg/hydrogen-ontology#hasParameter,semantic::sem-and-edx::e9::095c39d7c7,same_as_source,rule_curated,classified,Target parameter describes the activity.
sem-and-edx::e10,sem-and-edx,source_graphml,sem-and-edx::n18,n18,n18,SEM and EDX,Measurement,https://w3id.org/h2kg/decode/workflow/anchor/sem-and-edx-method,sem-and-edx::n9,n9,n9,MPL thickness,Property,https://w3id.org/h2kg/hydrogen-ontology#MicroporousLayerThickness,,h2kg_direct,measurement_property,https://w3id.org/h2kg/hydrogen-ontology#measures,semantic::sem-and-edx::e10::f35c5e048a,derived_projection,rule_curated,classified,Measurement occurrence measures the mapped property.
sem-and-edx::e11,sem-and-edx,source_graphml,sem-and-edx::n18,n18,n18,SEM and EDX,Measurement,https://w3id.org/h2kg/decode/workflow/anchor/sem-and-edx-method,sem-and-edx::n10,n10,n10,GDL substrate thickness,Property,https://w3id.org/h2kg/decode/workflow/anchor/gdl-substrate-thickness-component,,h2kg_direct,measurement_property,https://w3id.org/h2kg/hydrogen-ontology#measures,semantic::sem-and-edx::e11::03770ddb79,derived_projection,rule_curated,classified,Measurement occurrence measures the mapped property.
sem-and-edx::e12,sem-and-edx,source_graphml,sem-and-edx::n8,n8,n8,GDL thickness,Parameter,https://w3id.org/h2kg/hydrogen-ontology#GasDiffusionLayerThickness,sem-and-edx::n22,n22,n22,IET 1D MEA with water transport EIS model,Process,https://w3id.org/h2kg/decode/workflow/anchor/iet-1d-mea-with-water-transport-eis-model-model,,h2kg_direct,activity_parameter,https://w3id.org/h2kg/hydrogen-ontology#hasParameter,semantic::sem-and-edx::e12::02864cae82,reversed_from_source,rule_curated,classified,Activity uses the source parameter; H2KG direction is activity to parameter.
sem-and-edx::e13,sem-and-edx,source_graphml,sem-and-edx::n8,n8,n8,GDL thickness,Parameter,https://w3id.org/h2kg/hydrogen-ontology#GasDiffusionLayerThickness,sem-and-edx::n23,n23,n23,IET 1D Performance model for MEA (fitting),Process,https://w3id.org/h2kg/decode/workflow/anchor/iet-1d-performance-model-for-mea-fitting-model,,h2kg_direct,activity_parameter,https://w3id.org/h2kg/hydrogen-ontology#hasParameter,semantic::sem-and-edx::e13::8f514e0f9d,reversed_from_source,rule_curated,classified,Activity uses the source parameter; H2KG direction is activity to parameter.
sem-and-edx::e14,sem-and-edx,source_graphml,sem-and-edx::n8,n8,n8,GDL thickness,Parameter,https://w3id.org/h2kg/hydrogen-ontology#GasDiffusionLayerThickness,sem-and-edx::n24,n24,n24,IET 1D Performance model for MEA (prediction),Process,https://w3id.org/h2kg/decode/workflow/anchor/iet-1d-performance-model-for-mea-prediction-model,,h2kg_direct,activity_parameter,https://w3id.org/h2kg/hydrogen-ontology#hasParameter,semantic::sem-and-edx::e14::9423d4d677,reversed_from_source,rule_curated,classified,Activity uses the source parameter; H2KG direction is activity to parameter.
sem-and-edx::e15,sem-and-edx,source_graphml,sem-and-edx::n8,n8,n8,GDL thickness,Parameter,https://w3id.org/h2kg/hydrogen-ontology#GasDiffusionLayerThickness,sem-and-edx::n25,n25,n25,IET 1D MEA with water transport in CCL EIS model,Process,https://w3id.org/h2kg/decode/workflow/anchor/iet-1d-mea-with-water-transport-in-ccl-eis-model-model,,h2kg_direct,activity_parameter,https://w3id.org/h2kg/hydrogen-ontology#hasParameter,semantic::sem-and-edx::e15::7c2ecb4ad7,reversed_from_source,rule_curated,classified,Activity uses the source parameter; H2KG direction is activity to parameter.
sem-and-edx::e16,sem-and-edx,source_graphml,sem-and-edx::n8,n8,n8,GDL thickness,Parameter,https://w3id.org/h2kg/hydrogen-ontology#GasDiffusionLayerThickness,sem-and-edx::n26,n26,n26,0D Particle population degradation model coupled with performance model (prediction),Process,https://w3id.org/h2kg/decode/workflow/anchor/0d-particle-population-degradation-model-coupled-with-performance-model-prediction-model,,h2kg_direct,activity_parameter,https://w3id.org/h2kg/hydrogen-ontology#hasParameter,semantic::sem-and-edx::e16::b4d573a604,reversed_from_source,rule_curated,classified,Activity uses the source parameter; H2KG direction is activity to parameter.
sem-and-edx::e17,sem-and-edx,source_graphml,sem-and-edx::n8,n8,n8,GDL thickness,Parameter,https://w3id.org/h2kg/hydrogen-ontology#GasDiffusionLayerThickness,sem-and-edx::n27,n27,n27,0D Particle population degradation model coupled with performance model (prediction),Process,https://w3id.org/h2kg/decode/workflow/anchor/0d-particle-population-degradation-model-coupled-with-performance-model-prediction-model,,h2kg_direct,activity_parameter,https://w3id.org/h2kg/hydrogen-ontology#hasParameter,semantic::sem-and-edx::e17::cc0ebdc037,reversed_from_source,rule_curated,classified,Activity uses the source parameter; H2KG direction is activity to parameter.
sem-and-edx::e18,sem-and-edx,source_graphml,sem-and-edx::n9,n9,n9,MPL thickness,Property,https://w3id.org/h2kg/hydrogen-ontology#MicroporousLayerThickness,sem-and-edx::n28,n28,n28,Diffusivities from tortuosities,Process,https://w3id.org/h2kg/decode/workflow/anchor/diffusivities-from-tortuosities-method,,h2kg_reified,property_value_input,https://w3id.org/h2kg/hydrogen-ontology#hasInputData; https://w3id.org/h2kg/hydrogen-ontology#ofProperty,semantic::sem-and-edx::e18::e704af35ad; semantic::sem-and-edx::e18::02ee17a174,reified_projection,rule_curated,classified,Property-valued source is reified as a DataPoint consumed by the activity.
sem-and-edx::e19,sem-and-edx,source_graphml,sem-and-edx::n10,n10,n10,GDL substrate thickness,Property,https://w3id.org/h2kg/decode/workflow/anchor/gdl-substrate-thickness-component,sem-and-edx::n28,n28,n28,Diffusivities from tortuosities,Process,https://w3id.org/h2kg/decode/workflow/anchor/diffusivities-from-tortuosities-method,,h2kg_reified,property_value_input,https://w3id.org/h2kg/hydrogen-ontology#hasInputData; https://w3id.org/h2kg/hydrogen-ontology#ofProperty,semantic::sem-and-edx::e19::5662ca0afd; semantic::sem-and-edx::e19::6716ac829f,reified_projection,rule_curated,classified,Property-valued source is reified as a DataPoint consumed by the activity.
sem-and-edx::e20,sem-and-edx,source_graphml,sem-and-edx::n8,n8,n8,GDL thickness,Parameter,https://w3id.org/h2kg/hydrogen-ontology#GasDiffusionLayerThickness,sem-and-edx::n28,n28,n28,Diffusivities from tortuosities,Process,https://w3id.org/h2kg/decode/workflow/anchor/diffusivities-from-tortuosities-method,,h2kg_direct,activity_parameter,https://w3id.org/h2kg/hydrogen-ontology#hasParameter,semantic::sem-and-edx::e20::98e83c3ce1,reversed_from_source,rule_curated,classified,Activity uses the source parameter; H2KG direction is activity to parameter.
sem-and-edx::e21,sem-and-edx,source_graphml,sem-and-edx::n8,n8,n8,GDL thickness,Parameter,https://w3id.org/h2kg/hydrogen-ontology#GasDiffusionLayerThickness,sem-and-edx::n29,n29,n29,Electrical conductivity,Property,https://w3id.org/h2kg/decode/workflow/anchor/electrical-conductivity-method,,decode_structural_only,structural_dependency,,,not_projected,context_required,classified,The preserved dependency has no activity or data-flow context sufficient for a scientifically defensible H2KG or PROV-O predicate.
sem-and-edx::e22,sem-and-edx,source_graphml,sem-and-edx::n10,n10,n10,GDL substrate thickness,Property,https://w3id.org/h2kg/decode/workflow/anchor/gdl-substrate-thickness-component,sem-and-edx::n30,n30,n30,Electrical conductivity,Property,https://w3id.org/h2kg/decode/workflow/anchor/electrical-conductivity-method,,h2kg_reified,property_value_derivation,http://www.w3.org/ns/prov#wasDerivedFrom; https://w3id.org/h2kg/hydrogen-ontology#ofProperty,semantic::sem-and-edx::e22::2857125880; semantic::sem-and-edx::e22::6716ac829f; semantic::sem-and-edx::e22::dded9c60b3,reified_projection,rule_curated,classified,Property-valued workflow dependency is represented as provenance between DataPoint proxies.
sem-and-edx::e23,sem-and-edx,source_graphml,sem-and-edx::n6,n6,n6,GDL cross section 2D pixel data containing surface information of element distributions,Data,https://w3id.org/h2kg/decode/workflow/anchor/gdl-cross-section-2d-pixel-data-containing-surface-information-of-element-distributions-meso,sem-and-edx::n31,n31,n31,Image parameter extraction 2D,Process,https://w3id.org/h2kg/decode/workflow/anchor/image-parameter-extraction-2d-method,,h2kg_direct,activity_input_data,https://w3id.org/h2kg/hydrogen-ontology#hasInputData,semantic::sem-and-edx::e23::b6cef5f29d,reversed_from_source,rule_curated,classified,Activity consumes the source data; H2KG direction is activity to data.
sem-and-edx::e24,sem-and-edx,source_graphml,sem-and-edx::n7,n7,n7,MPL cross section 2D pixel data containing surface information of element distributions,Data,https://w3id.org/h2kg/decode/workflow/anchor/mpl-cross-section-2d-pixel-data-containing-surface-information-of-element-distributions-meso,sem-and-edx::n32,n32,n32,Image parameter extraction 2D,Process,https://w3id.org/h2kg/decode/workflow/anchor/image-parameter-extraction-2d-method,,h2kg_direct,activity_input_data,https://w3id.org/h2kg/hydrogen-ontology#hasInputData,semantic::sem-and-edx::e24::e30583331b,reversed_from_source,rule_curated,classified,Activity consumes the source data; H2KG direction is activity to data.
sem-and-edx::e25,sem-and-edx,source_graphml,sem-and-edx::n8,n8,n8,GDL thickness,Parameter,https://w3id.org/h2kg/hydrogen-ontology#GasDiffusionLayerThickness,sem-and-edx::n33,n33,n33,Gas permeability of a GDL with defined compression,Property,https://w3id.org/h2kg/decode/workflow/anchor/gas-permeability-of-a-gdl-with-defined-compression-method,,decode_structural_only,structural_dependency,,,not_projected,context_required,classified,The preserved dependency has no activity or data-flow context sufficient for a scientifically defensible H2KG or PROV-O predicate.
sem-and-edx::e26,sem-and-edx,source_graphml,sem-and-edx::n10,n10,n10,GDL substrate thickness,Property,https://w3id.org/h2kg/decode/workflow/anchor/gdl-substrate-thickness-component,sem-and-edx::n34,n34,n34,Gas permeability of a GDL with defined compression,Property,https://w3id.org/h2kg/decode/workflow/anchor/gas-permeability-of-a-gdl-with-defined-compression-method,,h2kg_reified,property_value_derivation,http://www.w3.org/ns/prov#wasDerivedFrom; https://w3id.org/h2kg/hydrogen-ontology#ofProperty,semantic::sem-and-edx::e26::e4ccb01363; semantic::sem-and-edx::e26::6716ac829f; semantic::sem-and-edx::e26::c2bf8a79c4,reified_projection,rule_curated,classified,Property-valued workflow dependency is represented as provenance between DataPoint proxies.
sem-and-edx::e27,sem-and-edx,source_graphml,sem-and-edx::n8,n8,n8,GDL thickness,Parameter,https://w3id.org/h2kg/hydrogen-ontology#GasDiffusionLayerThickness,sem-and-edx::n35,n35,n35,Electrical TLM characterization of a GDL with defined compression,Measurement,https://w3id.org/h2kg/decode/workflow/anchor/electrical-tlm-characterization-of-a-gdl-with-defined-compression-method,,h2kg_direct,activity_parameter,https://w3id.org/h2kg/hydrogen-ontology#hasParameter,semantic::sem-and-edx::e27::04f8d5399c,reversed_from_source,rule_curated,classified,Activity uses the source parameter; H2KG direction is activity to parameter.
sem-and-edx::e28,sem-and-edx,source_graphml,sem-and-edx::n10,n10,n10,GDL substrate thickness,Property,https://w3id.org/h2kg/decode/workflow/anchor/gdl-substrate-thickness-component,sem-and-edx::n36,n36,n36,Electrical TLM characterization of a GDL with defined compression,Measurement,https://w3id.org/h2kg/decode/workflow/anchor/electrical-tlm-characterization-of-a-gdl-with-defined-compression-method,,h2kg_direct,measurement_property_reversed,https://w3id.org/h2kg/hydrogen-ontology#measures,semantic::sem-and-edx::e28::75ea0687b4,derived_projection,rule_curated,classified,Source property is a measured outcome; H2KG direction is measurement to property.
sem-and-edx::e29,sem-and-edx,source_graphml,sem-and-edx::n37,n37,n37,Microscopy (SEM and optical) in MEA cross section,Measurement,https://w3id.org/h2kg/decode/workflow/anchor/microscopy-sem-and-optical-in-mea-cross-section-method,sem-and-edx::n5,n5,n5,GDL cross section,Matter,https://w3id.org/h2kg/decode/workflow/anchor/gdl-cross-section-component,,h2kg_direct,activity_output_material,https://w3id.org/h2kg/hydrogen-ontology#hasOutputMaterial,semantic::sem-and-edx::e29::eff3ab7f16,same_as_source,rule_curated,classified,Activity produces the target material.
sem-and-edx::e30,sem-and-edx,source_graphml,sem-and-edx::n10,n10,n10,GDL substrate thickness,Property,https://w3id.org/h2kg/decode/workflow/anchor/gdl-substrate-thickness-component,sem-and-edx::n38,n38,n38,MPL parameter estimation from GDL and substrate data,Property,https://w3id.org/h2kg/decode/workflow/anchor/mpl-parameter-estimation-from-gdl-and-substrate-data-method,,h2kg_reified,property_value_derivation,http://www.w3.org/ns/prov#wasDerivedFrom; https://w3id.org/h2kg/hydrogen-ontology#ofProperty,semantic::sem-and-edx::e30::0a017c66b8; semantic::sem-and-edx::e30::6716ac829f; semantic::sem-and-edx::e30::6504c07974,reified_projection,rule_curated,classified,Property-valued workflow dependency is represented as provenance between DataPoint proxies.
sem-and-edx::e31,sem-and-edx,source_graphml,sem-and-edx::n8,n8,n8,GDL thickness,Parameter,https://w3id.org/h2kg/hydrogen-ontology#GasDiffusionLayerThickness,sem-and-edx::n38,n38,n38,MPL parameter estimation from GDL and substrate data,Property,https://w3id.org/h2kg/decode/workflow/anchor/mpl-parameter-estimation-from-gdl-and-substrate-data-method,,decode_structural_only,structural_dependency,,,not_projected,context_required,classified,The preserved dependency has no activity or data-flow context sufficient for a scientifically defensible H2KG or PROV-O predicate.
sem-and-edx::e32,sem-and-edx,source_graphml,sem-and-edx::n8,n8,n8,GDL thickness,Parameter,https://w3id.org/h2kg/hydrogen-ontology#GasDiffusionLayerThickness,sem-and-edx::n39,n39,n39,Electrical contact resistance,Property,https://w3id.org/h2kg/decode/workflow/anchor/electrical-contact-resistance-method,,decode_structural_only,structural_dependency,,,not_projected,context_required,classified,The preserved dependency has no activity or data-flow context sufficient for a scientifically defensible H2KG or PROV-O predicate.
sem-and-edx::e33,sem-and-edx,source_graphml,sem-and-edx::n10,n10,n10,GDL substrate thickness,Property,https://w3id.org/h2kg/decode/workflow/anchor/gdl-substrate-thickness-component,sem-and-edx::n40,n40,n40,Electrical contact resistance,Property,https://w3id.org/h2kg/decode/workflow/anchor/electrical-contact-resistance-method,,h2kg_reified,property_value_derivation,http://www.w3.org/ns/prov#wasDerivedFrom; https://w3id.org/h2kg/hydrogen-ontology#ofProperty,semantic::sem-and-edx::e33::083f0f6b52; semantic::sem-and-edx::e33::6716ac829f; semantic::sem-and-edx::e33::4ba29a2f85,reified_projection,rule_curated,classified,Property-valued workflow dependency is represented as provenance between DataPoint proxies.
sem-and-edx::e34,sem-and-edx,source_graphml,sem-and-edx::n10,n10,n10,GDL substrate thickness,Property,https://w3id.org/h2kg/decode/workflow/anchor/gdl-substrate-thickness-component,sem-and-edx::n41,n41,n41,CEA MEA model (Europium 2D),Process,https://w3id.org/h2kg/decode/workflow/anchor/cea-mea-model-europium-2d-model,,h2kg_reified,property_value_input,https://w3id.org/h2kg/hydrogen-ontology#hasInputData; https://w3id.org/h2kg/hydrogen-ontology#ofProperty,semantic::sem-and-edx::e34::5f7d41d9ad; semantic::sem-and-edx::e34::6716ac829f,reified_projection,rule_curated,classified,Property-valued source is reified as a DataPoint consumed by the activity.
sem-and-edx::e35,sem-and-edx,source_graphml,sem-and-edx::n9,n9,n9,MPL thickness,Property,https://w3id.org/h2kg/hydrogen-ontology#MicroporousLayerThickness,sem-and-edx::n41,n41,n41,CEA MEA model (Europium 2D),Process,https://w3id.org/h2kg/decode/workflow/anchor/cea-mea-model-europium-2d-model,,h2kg_reified,property_value_input,https://w3id.org/h2kg/hydrogen-ontology#hasInputData; https://w3id.org/h2kg/hydrogen-ontology#ofProperty,semantic::sem-and-edx::e35::4f028e5b7e; semantic::sem-and-edx::e35::02ee17a174,reified_projection,rule_curated,classified,Property-valued source is reified as a DataPoint consumed by the activity.
